"person_id";"person_wikidata_id";"person_name";"person_full_name";"person_other_names";"sex";"year_birth";"year_death";"occupation";"other"
229;"Q5565527";"Баранцевич, К. С.";"Баранцевич, Казимир Станиславович";"";"";"1851";"1927";"писатель, народник";""
230;"random_idd8521135a74d4beab92f399d5469a8929102e446";"ред. «Нового времени»";"";"";"";"";"";"";""
231;"random_id335dda23706429be79cd00d1d97ed5484d360179";"ред. «Новой Руси»";"";"";"";"";"";"";""
232;"random_id39b04dabd0bbf5607da6cb305f389194ece00e45";"ред. «Слова»";"";"";"";"";"";"";""
233;"Q364252";"Баратынский, Е.";"Баратынский, Евгений Абрамович";"";"";"1800";"1844";"поэт";""
234;"Q327015";"Дельвиг, А. А.";"Дельвиг, Антон Антонович";"";"";"1798";"1831";"";""
235;"random_id9cd778452b8c51b113b8a21eb6e0387e089444b1";"Муханов, А. А.";"";"";"";"";"";"";""
236;"random_id3bb849ee764dd86554658647638321671251e653";"Баратынская, А. Ф.";"";"";"";"";"";"";""
237;"random_id5f064a10d6231084882dbbd6460bd75da84f7519";"Баратынские, А. Ф.";"";"";"";"";"";"";""
238;"random_idd0fd88a908cf959ff015b45b52380e237505a214";"Баратынские, Б. А.";"";"";"";"";"";"";""
239;"random_idb785a854f22d1a089ee677d981e413442277a23a";"Баратынские, Е. А.";"";"";"";"";"";"";""
240;"random_id75c50b97286834f0d990f1ccfd51289ca5ae98d8";"Баратынские, Н. А.";"";"";"";"";"";"";""
241;"Q157623";"В. А Жуковский";"Жуковский, Василий Андреевич";"";"";"1783";"1852";"";""
242;"Q711847";"Тургенев, А. И.";"Тургенев, Александр Иванович";"";"";"1784";"1845";"";""
243;"random_id282fe72db639605873275fdb128f27a89291b514";"Свербеев, Д. Н.";"";"";"";"";"";"";""
244;"Q981960";"Киреевские, И. В.";"Киреевский, Иван Васильевич";"";"";"1806";"1856";"";""
245;"random_id5f6eb18a2ba947f33fa0dbceb213740d6306f002";"Языков, И. М.";"";"";"";"";"";"";""
246;"Q21644125";"Путята, Н. В.";"Путята, Николай Васильевич";"";"";"1802";"1877";"";""
247;"random_idf9194bfd72cb906143c7092333e6038dbd7652da";"Путята, С. Л.";"";"";"";"";"";"";""
248;"random_iddde4a932e8899c2d8f55c9eec2153405ce641e50";"Баратынская, Н. Л.";"";"";"";"";"";"";""
249;"Q4231973";"Коншин, Н. М.";"Коншин, Николай Михайлович";"";"";"1793";"1859";"";""
250;"Q552437";"Языков, Н. М.";"Языков, Николай Михайлович";"";"";"1803";"1846";"";""
251;"random_id752fc8d27ce4706cb4be2b8dccaf2ffe415d7e98";"Баратынский, П. А.";"";"";"";"";"";"";""
252;"random_id28e324afb0173449f1ac2b190a30d65f91abf302";"Энгельгардт, С. Л.";"";"";"";"";"";"";""
253;"Q18400114";"Баратынский, С. А.";"Баратынский, Сергей Абрамович";"";"";"1807";"1866";"владелец имения Мара; брат поэта Е. А. Баратынского";""
254;"Q968274";"Козлов, И. И.";"Козлов, Иван Иванович";"";"";"1779";"1840";"";""
255;"random_id42ad278eb47a28de1bb55204a9f3f8952776ef7a";"Баратыский, Е. А.";"Баратыский, Евгений Абрамович";"";"";"";"";"поэт, переводчик";""
256;"Q706752";"Кюхельбекер, В. К.";"Кюхельбекер, Вильгельм Карлович";"";"";"1797";"1846";"";""
257;"Q30880014";"Бартенев, Ю. Н.";"Бартенев, Юрий Никитич";"";"";"1792";"1866";"литератор, мемуарист и чиновник";""
258;"Q4078841";"Барыкова, А. П.";"Барыкова, Анна Павловна";"";"";"1839";"1893";"поэтесса, переводчица";""
259;"random_idc1aac3d45979435e546be3c81516abd99a613edb";"Без адресатов";"";"";"";"";"";"";""
260;"Q4310350";"Барышев, И. И.";"Барышев, Иван Ильич";"Мясницкий";"";"1852";"1911";"писатель-сатирик и драматург";""
261;"Q1496509";"Батеньков, Г. С.";"Батеньков, Гавриил Степанович";"";"";"1793";"1863";"писатель, декабрист";""
262;"random_id79468b4eb5f74f08894a9e7a606ccae248eee9ad";"Елагина, А. А.";"";"";"";"";"";"";""
263;"random_idcfcae6de2b9220eb3c3d843d00c6a33aaa6426aa";"Елагин, А. А.";"";"";"";"";"";"";""
264;"random_ide5c4343a333e1defa91d2b22571a2ed49e9b7d32";"Елагин, А. П.";"";"";"";"";"";"";""
265;"random_id786217bcbd786a479581fa685c8069908ba60ad0";"Пелопидас, А. В.";"";"";"";"";"";"";""
266;"random_idd99d4326eb046feaf194df87e94ce9e019f4c8fe";"Лучшев, А. И.";"";"";"";"";"";"";""
267;"random_id831d8d08f77cd67a897ccbf0e769a327d15d1e93";"Батенькова";"";"матери";"";"";"";"";""
268;"Q4164710";"Долгоруков, В. А.";"";"";"";"1810";"1891";"";""
269;"random_id83411caa289f694e8cbff448d4b0e875b273f51b";"Левашов, В. В.";"";"";"";"";"";"";""
270;"random_id9eb75614d9f7c07431557a8d787c5e9aac77989e";"Штейнгель, В. И.";"";"";"";"";"";"";""
271;"random_id263791282005644c991f21e74c8477af36956f3c";"Сперанская-Багреева, Е. М.";"";"";"";"";"";"";""
272;"random_id60059243c8589fae86330e42d265575c3d76f803";"Оболенский, Е. П.";"";"";"";"";"";"";""
273;"Q1963722";"Пущин, И. И.";"Пущин, Иван Иванович";"";"";"1798";"1859";"";""
274;"random_id1dc15099093d93d9ec830feaa40cfcd26575dbd6";"Скобелев, И. Н.";"";"";"";"";"";"";""
275;"Q527037";"Сперанский, М. М.";"";"";"";"1772";"1839";"";""
276;"Q4085903";"Бестужев, Н. А.";"Бестужев, Николай Александрович";"";"";"1791";"1855";"";""
277;"random_idc4af3fcbf8e5d441cc484cd2587a65331d13346c";"Кашкин, Н. С.";"";"";"";"";"";"";""
278;"Q21148972";"Пётр Афанасьевич";"";"Неизвестному";"";"1870";"";"";""
279;"random_id1f6517e15f07fe59d651c297d9b298fae39de694";"Неизвестные лица";"";"";"";"";"";"";""
280;"Q130734";"Император Николай I";"";"";"";"1796";"1855";"";""
281;"random_id883456942dde5fc0177652a71e9d48c0fa8c56b0";"Бреззовский, О. П.";"";"";"";"";"";"";""
282;"random_iddabfb7265f1bafe20cc34caf3f902480fa3c0c79";"Киреевский, П. В.";"";"";"";"";"";"";""
283;"Q4177600";"Ешевский, С. В.";"";"";"";"1829";"1865";"";""
284;"random_id51bf564791e11ba6e6b1bc7b73d8fd8b29c2efa3";"Аргамаков, С. Т.";"";"";"";"";"";"";""
285;"random_ide92b04a80563f685f1b07c2f47f3d0eaa71900c8";"Следственная комиссия";"";"";"";"";"";"";""
286;"random_id22abe8fa40ec3b8710bf44493d6b9d208c6aa1cb";"Муратов, Ф. Н.";"";"";"";"";"";"";""
287;"Q24351789";"Батюшков, К. Н.";"Батюшков, Константин Николаевич";"";"";"1890";"1915";"поэт";""
288;"random_idfd01a2860fd3b56ca836610a08f63ca2cf46b379";"Батюшкова, А. П.";"";"";"";"";"";"";""
289;"Q4384716";"Пушкин, В. Л.";"Пушкин, Василий Львович";"";"";"1766";"1830";"";""
290;"random_id0c899862ba00effabfc3244586ffbd85efd70173";"Гревенс, Г. А.";"";"";"";"";"";"";""
291;"Q3033149";"Дашков, Д. В.";"Дашков, Дмитрий Васильевич";"";"";"1788";"1839";"";""
292;"Q15070216";"Княжевич, Д. М.";"Княжевич, Дмитрий Максимович";"";"";"1788";"1844";"";""
293;"random_id004734cc416e88fb87e86b4f26e5f032e8baea02";"Княжевичи, Н. М.";"";"";"";"";"";"";""
294;"random_id1d6abdd6547a9740a4809527dacebbffaae21db6";"Блудов, Д. Н.";"";"";"";"";"";"";""
295;"random_id067c267d6b2d2c9d02a8be3d3e93a4a7470b44ca";"Муравьёва, Е. Ф.";"";"";"";"";"";"";""
296;"random_id0a962e8357ab0225c090a515f7bfc0f9b22c340b";"Энгельмейер, И. И.";"";"";"";"";"";"";""
297;"random_id062d929e740333063523456f6306d6c00e3b0581";"Издатели ""Сына отечества""";"";"";"";"";"";"";""
298;"random_id6be34491d5b33b7273047c11db5272c2ba66ca76";"другие русские журналы";"";"";"";"";"";"";""
299;"Q443194";"Орлов, М. Ф.";"Орлов, Михаил Фёдорович";"";"";"1788";"1842";"";""
300;"Q665996";"Гнедич, Н. И.";"Гнедич, Николай Иванович";"";"";"1784";"1833";"";""
301;"Q191598";"Карамзин, Н. М.";"Карамзин, Николай Михайлович";"";"";"1766";"1826";"";""
302;"Q546048";"Румянцев, Н. П.";"Румянцев, Николай Петрович";"";"";"1754";"1826";"";""
303;"random_id8349cf7c48b8165dd0ece0d46d16180a9931bd94";"Леоненкова, К. А.";"";"";"";"";"";"";""
304;"random_id2fb30bac45d08748543d1b20e7b2ceb2bda0abc1";"Потапов, Г.";"";"";"";"";"";"";""
305;"random_idda833df6b145e9a69a89d6ae908d089f013dc866";"Нессельрод, К. В.";"";"";"";"";"";"";""
306;"random_id7ec5ed80b76e9c5ea9cc67d067d57f7f9957dfdf";"Пушкина, Е. Г.";"";"";"";"";"";"";""
307;"Q5679";"лорд Байрон";"";"";"";"1788";"1824";"";""
308;"random_id89eed07058a8d908addb7c0c9266221a7800c926";"Ханыков, В. В.";"";"";"";"";"";"";""
309;"random_ida258e5af77517e2b96995a1bfd699f92101b0bb5";"Гревенс, А. Г.";"";"";"";"";"";"";""
310;"random_idd2d1db6896597a24750cbc107cb7ed913a9bbcbf";"Гревенс, М. Гр.";"";"";"";"";"";"";""
311;"random_id88ffa8b40e481b844de289da088cff7dab472539";"П. И. N.";"";"";"";"";"";"";""
312;"random_id5931dfccc5dd9161c8e774d5730309c0828b2c23";"Издатели ""Сына отечества"" и других русских журналов";"";"";"";"";"";"";""
313;"Q4079646";"Батюшков, Ф. Д.";"Батюшков, Фёдор Дмитриевич";"";"";"1857";"1920";"филолог, педагог";""
314;"Q1977656";"Башилов, А. А.";"Башилов, Александр Александрович";"";"";"1777";"1849";"поэт";""
315;"Q255253";"Башкирцева, М. К.";"Башкирцева, Мария Константиновна";"";"";"1860";"1884";"художница";""
316;"random_idcb22d7ff420ef91df14661edfb4f8e11cbfb31d3";"де Мопассан, Гюи";"";"";"";"";"";"";""
317;"random_id7487c2362aaf4d6c3d3eb5ed074fae60de99bc05";"Родственники и знакомые";"";"";"";"";"";"";""
318;"random_id5a3118f7256500befe163805cee7d94596799d5e";"Башмаков, И. И.";"Башмаков, Иван Иванович";"Иван Васенко";"";"";"";"писатель";""
319;"random_id48cae140598c9ef9815d130f6c10c7ec404c3325";"Баяров, П. Н.";"Баяров, Пантелеймон Николаевич";"";"";"";"";"товарищ-одноклассник А. П. Чехова по Таганрогской гимназии";""
320;"Q4080482";"Бегичев, Д. Н.";"Бегичев, Дмитрий Никитич";"";"";"1786";"1855";"писатель, чиновник";""
321;"Q1987382";"Антоний";"";"архиепископу";"";"1846";"1912";"";""
322;"random_id769ee4847a4f042d710e6b0dd08a17d96b7e874d";"Ион, Б. И.";"";"";"";"";"";"";""
323;"Q4398545";"Ростовцев, Я. И.";"Ростовцев, Яков Иванович";"";"";"1804";"1860";"";""
324;"Q4080483";"Бегичев, С. Н.";"Бегичев, Степан Никитич";"";"";"1785";"1859";"полковник, мемуарист";""
325;"Q4080959";"Безобразов, П. В.";"Безобразов, Павел Владимирович";"";"";"1859";"1918";"историк, учёный-византинист, публицист, прозаик, переводчик";""
326;"random_id106fc1f4b63085080474aba2223bee76af23fe81";"Безобразова, М. В.";"Безобразова, Маргарита Васильевна";"";"";"";"";"дочь В. Л. Пушкина от гражданского брака с А. Н. Ворожейкиной (по некоторым сведениям, дочь П. А. Вяземского), двоюродная сестра А. С. Пушкина, жена П. Р. Безобразова";""
327;"random_id2888462d537afc1d3333086bab8223e5b3986f0b";"Бекетов, В. Н.";"Бекетов, Владимир Николаевич";"";"";"";"";"?";""
328;"Q29881201";"Беклемишев, Н. В.";"Беклемишев, Николай Васильевич";"";"";"1817";"1866";"публицист, драматург и мемуарист";""
329;"Q4230804";"Кони, Ф. А.";"Кони, Фёдор Алексеевич";"";"";"1809";"1879";"";""
330;"random_iddf85969a40ea2b808ce05f4e18073b997b5ecc2e";"Беклемишев, П. Н.";"Беклемишев, Пётр Никифорович";"";"";"";"";"тайный советник, шталмейстер, член Придворной Конюшенной конторы и Экипажного Комитета";""
331;"Q526652";"Белёвский, А.";"Белёвский, Август";"";"";"1806";"1876";"польский историк, писатель, директор Народной библиотеки имени Оссолинских";""
332;"Q4081870";"Белецкий-Носенко, П. П.";"Белецкий-Носенко, Павел Павлович";"";"";"1774";"1856";"писатель и педагог";""
333;"random_id928c23f7e9e23b03c7db76d82242a5a83f67f152";"Белинская, М. И.";"Белинская, Мария Ивановна";"";"";"";"";"жена В. Г. Белинского";""
334;"random_id430cf31fd5ec2c0effe30688eebd634f2a081863";"Беер, А. А.";"";"";"";"";"";"";""
335;"Q2846822";"Краевский, А.";"Краевский, Андрей Александрович";"";"";"1810";"1889";"";""
336;"random_id6de6852902533d19bb91a7f13c640737a6c0f562";"Бакунин, А. А.";"";"";"";"";"";"";""
337;"random_id7e4aaba88e92e2266ea6acf9b8adfeb9716b0a18";"Бакунин, В. А.";"";"";"";"";"";"";""
338;"random_id19ad1f4fbe3478f088fa0deec1f522792dcb8449";"Бакунин, Н. А.";"";"";"";"";"";"";""
339;"random_id6ef9a4773413085e940ec1c5c026799f0e891637";"Бакунин, Т. Л.";"";"";"";"";"";"";""
340;"random_id839b9cccf1b2a010154aad5347d05090c21487c6";"Бакунин, Л. А.";"";"";"";"";"";"";""
341;"random_id740531369c0c5bd6ba9cbecf357f23a3f2a0a3ed";"Бакунин, Т. А.";"";"";"";"";"";"";""
342;"Q444969";"Кольцов, А. В.";"Кольцов, Алексей Васильевич";"";"";"1809";"1842";"";""
