source,affiliation,publish,year_of_publish,form_of_publish,one-two-sided,personas,comments,e-source,n-letters,target,year,source_wkid,target_wkid
"Аксаков, Иван Сергеевич","публицист, поэт","К. П. Победоносцев и его корреспонденты, т. I. М.— Пг., ГИЗ, 1923, с. 275-277.",1923,письмо,одностороняя,К. П. Победоносцеву. (1). 15 февр. 1882.,"","",1,Победоносцев К. П.,15|1882,,
"Аксаков, Иван Сергеевич","публицист, поэт","Новое вр., 1909, № 12118, 5 дек. (прилож.).",1909,переписка,двустронняя,С. И. Победоносцеву. (3). 1866—1881.,"","",3,Победоносцев С. И.,1866|1881,,
"Аксаков, Иван Сергеевич","публицист, поэт","Рус. архив, 1903, № 1, с. 609.",1903,письмо,одностороняя,С. С. Подгорецкому. (1). 12 мая 1877.,"","",1,Подгорецкий С. С.,12|1877,,
"Аксаков, Иван Сергеевич","публицист, поэт","Письма И. С. Аксакова, Н. П. Барсукова, П. С. Билярского [и др.] к библиографу С. И. Пономареву. М.—Л., Э. Бухгейм, 1915. с. 140—144.",1915,переписка,одностороняя,С. И. Пономареву. (3). 1881—1883.,"","",3,Пономарев С. И.,1881|1883,,
"Аксаков, Иван Сергеевич","публицист, поэт","Московский сборник из произведений М. Д. Скобелева, И. С. Аксакова, В. С. Соловьева [и др.]. М., 1887, с. 16—45.",1887,переписка,одностороняя,В. Ф. Пуцыковичу. (12). 1878—1880.,"","",12,Пуцыкович В. Ф.,1878|1880,,
"Аксаков, Иван Сергеевич","публицист, поэт","На чужой стороне, 1924, т. V, с. 129—157.",1924,переписка,одностороняя,В. Ф. Пуцыковичу. (13). 1878—1886.,"","",13,Пуцыкович В. Ф.,1878|1886,,
"Аксаков, Иван Сергеевич","публицист, поэт","Рус. вест., 1888, № 9, с. 425—426.",1888,письмо,одностороняя,Сенату. (1). 27 янв. 1869.,"","",1,Сенат ,1869,Q467630,
"Аксаков, Иван Сергеевич","публицист, поэт","Рус. архив, 1895, № 12, с. 423—480.",1895,переписка,одностороняя,А. О. Смирновой. (23). 1849—1880.,"","",23,Смирнова А. О.,1849|1880,,
"Аксаков, Иван Сергеевич","публицист, поэт","Сев. вест., 1893, № 1, отд. I, с. 236—237.",1893,письмо,одностороняя,О. Н. Смирновой. (1). 30 сент. 1800.,"","",1,Смирнова О. Н.,1800,,
"Аксаков, Иван Сергеевич","публицист, поэт","Ист. вест., 1911, № И, с. 560—562.",1911,письмо,одностороняя,Л. Н. Соболеву. (1). 5 окт. 1882.,"","",1,Соболев Л. Н.,1882,Q467630,
"Аксаков, Иван Сергеевич","публицист, поэт","Рус. мысль, 1913, № 12, с. 73—90.",1913,переписка,двусторонняя,В. Соловьеву. (5). 1882—1884.,"","",5,Соловьев В.,1882|1884,,
"Аксаков, Иван Сергеевич","публицист, поэт","Рус. обозр., 1897, №№ 2—12.",1897,переписка,двусторонняя,Н. С. Соханской (Кохановской). (79). 1858—1884.,"","",79,Соханская Н. С.,1858|1884,,
"Аксаков, Иван Сергеевич","публицист, поэт","Письма русских писателей к А. С. Суворину. Л., Публ. б-ка, 1927, с. 3—20, 195—197.",1927,переписка,односторонняя,А. С. Суворину. (13). 1872—1884.,"","",13,Суворин А. С.,1872|1884,,
"Аксаков, Иван Сергеевич","публицист, поэт","Материалы для биографии К. Н. Тихонравова. Письма к нему разных лиц. Владимир, 1900, с. 221—223.",1900,письмо,одностороняя,К. Н. Тихонравову. (1). 8 дек. 1866.,"","",1,Тихонравов К. Н.,1866,Q467630,
"Аксаков, Иван Сергеевич","публицист, поэт","Вест. Евр., 1905, № 10, с. 442—444.",1905,переписка,односторонняя,А. К. Толстому. (3). 1858—1861.,"","",3,Толстой А. К.,1858|1861,,
"Аксаков, Иван Сергеевич","публицист, поэт","Рус. обозр., 1894, № 8, с. 448—479; № 9, с. 8—10, 27, 28; № 12, с. 596—601.",1894,переписка,односторонняя,И. С. Тургеневу. (14). 1852—1861.,"","",14,Тургенев И. С.,1852|1861,,
"Аксаков, Иван Сергеевич","публицист, поэт","Письма С. Т., К. С. и И. С. Аксаковых к И. С. Тургеневу. М., 1894, 152 с.",1894,переписка,односторонняя,И. С. Тургеневу. (14). 1852—1861.,"","",14,Тургенев И. С.,1852|1861,,
"Аксаков, Иван Сергеевич","публицист, поэт","Лит. насл., 1935, № 19—21, с. 597—601.",1935,письмо,односторонняя,Ф. И. Тютчеву. (1). 28 ноября 1867.,"","",1,Тютчев Ф. И.,1867,Q467630,
"Аксаков, Иван Сергеевич","публицист, поэт","Новое вр., 1901, №№ 9085, 9086, 9088 от 21, 22, 24 июня.",1901,переписка,односторонняя,"Е., Д. Тютчевым. (6). 1876.","","",6,Тютчевы Е.,1876,Q467630,
"Аксаков, Иван Сергеевич","публицист, поэт","Новое вр., 1901, №№ 9085, 9086, 9088 от 21, 22, 24 июня.",1901,переписка,односторонняя,"Е., Д. Тютчевым. (6). 1876.","","",6,Тютчевы Д.,1876,Q467630,
"Аксаков, Иван Сергеевич","публицист, поэт","Ст. и новизна, 1905, № 9, с. 369—370.",1905,письмо,односторонняя,Р. А. Фадееву. (1). 12 ноября 1874.,"","",1,Фадеев Р. А.,12|1874,,
"Аксаков, Иван Сергеевич","публицист, поэт","Ист. вест., 1886, № 7, с. 55.",1886,письмо,односторонняя,А. С. Хомутову. (1). 24 дек. 1852.,"","",1,Хомутов А. С.,1852,Q467630,
"Аксаков, Иван Сергеевич","публицист, поэт","Колюпанов Н. Биография А. И. Кошелева, т. II. М., 1892, с. 61—68, отд. прилож.",1892,письмо,односторонняя,А. С. Хомякову. (1). 21 июня 1853.,"","",1,Хомяков А. С.,1853,Q467630,Q358497
"Аксаков, Иван Сергеевич","публицист, поэт","Рус. архив, 1915, № 9—10, с. 63",1915,письмо,односторонняя,Н. А. Чаеву. (1). 15 ноября 1861.,"","",1,Чаев Н. А.,15|1861,,
"Аксаков, Иван Сергеевич","публицист, поэт","Славянский сборник. М., 1948, с. 132—199.",1948,переписка,двусторонняя,"В. А., Е. А. Черкасским. (25). 1875—1878.","","",25,Черкасские В. А.,1875|1878,,
"Аксаков, Иван Сергеевич","публицист, поэт","Славянский сборник. М., 1948, с. 132—199.",1948,переписка,двусторонняя,"В. А., Е. А. Черкасским. (25). 1875—1878.","","",25,Черкасские Е. А.,1875|1878,,
"Аксаков, Иван Сергеевич","публицист, поэт","Трубецкая О. Материалы для биографии князя В. А. Черкасского, т. I, кн. 1. М., 1901, с. 48, 124, 186—198, 229, 239, 264, 289—304, 320; т. I, кн. 2. М., 1904, с. 339—341.",1901,переписка,односторонняя,В. А. Черкасскому. (14). 1852—1861.,"","",14,Черкасский В. А.,1852|1861,,
"Аксаков, Иван Сергеевич","публицист, поэт","Письма Толстого и к Толстому. Юбилейный сборник. М.—Л., ГИЗ, 1928, с. 317—325.",1882,переписка,двусторонняя,М. А. Энгельгардту. (2). 1882.,"","",2,Энгельгардт М. А.,1882,Q467630,Q4531781
"Аксаков, Иван Сергеевич","публицист, поэт","Багалей Д. И. Материалы для биографий южно-русских научно-литературных деятелей XIX века. Киев, 1903, 103 с.",1903,переписка,односторонняя,Г. П. Данилевскому. (4). 1853—1863.,"","",4,Данилевский Г. П.,1853|1863,,
"Аксаков, Иван Сергеевич","публицист, поэт","Багалей Д. И. Материалы для биографий южно-русских научно-литературных деятелей XIX века. Киев, 1903, 103 с.",1903,отрывок,односторонняя,Г. П. Данилевскому. (1). Б. д.,"","",1,Данилевский Г. П.,,,
