"source_id";"source_full";"source_year";"title";"n_vol";"place"
279;"Пушкин А. С. Полное собрание сочинений: В 17 т.: Т. 15. Переписка, 1832—1834. М.: Воскресенье, 1996. — 418 с.; ил.";"1996";"";"";""
280;"Вест. АН СССР, 1932, № 2, с. 36—38.";"1932";"";"";""
281;"Зап. Отдела рукописей Б-ки им. В. И. Ленина, 1941, № 8, с. 31—33.";"1941";"";"";""
282;"А. П. Чехов. Сборник документов и материалов. М., Гослитиздат, 1947, с. 34, 36 (Лит. архив, т. I ).";"1947";"";"";""
283;"Чехов А. П. Полное собрание сочинений и писем, т. XIV. М., Гослитиздат, 1949, с. 481, 482, 489, 492, 494.";"1949";"";"";""
284;"Тулин Г. Идейные писатели. К. С. Баранцевич. Пб., 1908, с. 6";"1908";"";"";""
285;"Новое вр., 1903, № 9639, 4 янв., с. 3.";"1903";"";"";""
286;"Новая Русь, 1908, № 131, 24 дек, с. 5.";"1908";"";"";""
287;"Речь, 1913, № 354, 28 дек, с. 7.";"1913";"";"";""
288;"Сл., 1908, № 661, 25 дек.";"1908";"";"";""
289;"Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 501—503.";"1884";"";"";""
290;"Лит. насл., 1952, т. 58, с. 83—84.";"1952";"";"";""
291;"Рус. архив, 1895, № 9, с. 125.";"1895";"";"";""
292;"Сочинения. С портретом автора, снимком его почерка, его письмами и биографическими о нем сведениями. М., 1869, с. 517—518.";"1869";"";"";""
293;"Сочинения. С портретом автора, снимком его почерка, его письмами и биографическими о нем сведениями. М., 1869, с. 518—519.";"1869";"";"";""
294;"Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 508—509.";"1884";"";"";""
295;"Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 504—507.";"1884";"";"";""
296;"Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 486—487.";"1884";"";"";""
297;"Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 487—488.";"1884";"";"";""
298;"Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 488—491.";"1884";"";"";""
299;"Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 553—558.";"1884";"";"";""
300;"Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 491—494.";"1884";"";"";""
301;"Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 494—495.";"1884";"";"";""
302;"Е. А. Баратынский. Материалы к его биографии. Из Татевского архива Рачинских. Пг., 1916, с. 21—83.";"1916";"";"";""
303;"Лит. насл., 1952, т. 58, с. 61—62.";"1952";"";"";""
304;"Рус. архив, 1871, № 6, с. 239—240.";"1871";"";"";""
305;"Московский пушкинист. М., «Федерация», 1930, с. 59—61.";"1930";"";"";""
306;"Татевский сборник С. А. Рачинского. Пб., 1899, с. 5—58.";"1899";"";"";""
307;"Историко-литературный сборник. Посвящается В. И. Срезневскому. Л., 1924, с. 11—14.";"1924";"";"";""
308;"Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 516—552.";"1884";"";"";""
309;"Пигарев К. Мураново. М., «Моск. рабочий», 1948, с. 125—151.";"1948";"";"";""
310;"Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 509—516.";"1884";"";"";""
311;"Рус. ст., 1908, № 12, с. 755—764.";"1908";"";"";""
312;"Лит. насл., 1952, т. 58, с. 100.";"1952";"";"";""
313;"Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 495—498.";"1884";"";"";""
314;"Лит. насл., 1952, т. 58, с. 87—88.";"1952";"";"";""
315;"Лит. насл., 1952, т. 58, с. 545.";"1952";"";"";""
316;"Вест. всемирной ист., 1900, № 6, с. 85—86.";"1900";"";"";""
317;"Ст. и новизна, 1902, № 5, с. 44—55.";"1902";"";"";""
318;"Рус. ст., 1904, № 6, с. 511—522";"1904";"";"";""
319;"Мурановский сборник, вып. 1. Мураново, Изд-во музея им. Тютчева, 1928, с. 30—32.";"1928";"";"";""
320;"Рус. архив, 1886, №2, с. 177—195, № 3, с. 308—319.";"1886";"";"";""
321;"Рус. ст., 1875, № 7, с. 333—382.";"1875";"";"";""
322;"Стихотворения, изд. 2-е. М., И. Д. Сытин, 1910, с. 5—6, 15—35.";"1910";"";"";""
323;"А. П. Чехов. Сборник документов и материалов. М., Гослитиздат, 1947, с. 131.";"1947";"";"";""
324;"Н. Г. Чернышевский. Сборник. Саратов, Об-во краеведения, 1926, с. 148—152.";"1926";"";"";""
325;"Чернышевский Н. Т. Полное собрание сочинений, т. XV. М., Гослитиздат, 1950, с. 759, 948.";"1950";"";"";""
326;"Русские пропилеи, т. II. М., М. и С. Сабашниковы, 1916, с. 20—110.";"1916";"";"";""
327;"Батеньков Г. С, Пущин И. И., Толль Э.-Г. Письма. М., 1936, с. 11—218. (Всесоюз. б-ка им. В. И. Ленина. Отдел рукописей. Из архива Елагиных).";"1936";"";"";""
328;"Декабристы. М., Гослитмузей, 1938, с. 27—64.";"1938";"";"";""
329;"Рус. ст., 1889, № 8, с. 344—345.";"1889";"";"";""
330;"Дубровский К. Рожденные в стране изгнания. Пг., 1916, с. 46—52.";"1916";"";"";""
331;"Рус. ист. журн, 1918, № 5, с. 126—127, 140—142, 147—148, 151.";"1918";"";"";""
332;"Батеньков Г. С., Пущин И. И., Толль Э.-Г. Письма. М., 1936, с. 11—218. (Всесоюз. б-ка им. В. И. Ленина. Отдел рукописей. Из архива Елагиных).";"1936";"";"";""
333;"Утренники, кн. 2. Пг., 1922, с. 70—71.";"1922";"";"";""
334;"Довнар-Запольский М. В. Мемуары декабристов, вып. I. Киев, С. И. Иванов, 1906, с. 138.";"1906";"";"";""
335;"Рус. ст., 1889, № 8, с. 340—345, 348—350.";"1889";"";"";""
336;"Рус. ст., 1901, № 10, с. 101—108.";"1901";"";"";""
337;"Рус. ст., 1889, № 8, с. 333—339.";"1889";"";"";""
338;"Декабристы. Неизданные статьи и материалы. М., 1925, с. 263.";"1925";"";"";""
339;"Голос мин., 1914, № 1, с. 280—282.";"1914";"";"";""
340;"Лит. вест, 1901, № 8, с. 304—306.";"1901";"";"";""
341;"Рус. ст., 1889, № 8, с. 345—348.";"1889";"";"";""
342;"Довпар-Запольский М. В. Мемуары декабристов, вып. 1. Киев, С. И. Иванов, 1906, с. 137.";"1906";"";"";""
343;"Декабристы на поселении. Из архива Якушкпных. Л, М. и С. Сабашниковы, 1926, с. 46—47.";"1926";"";"";""
344;"Русское масонство XVIII и первой четверти XIX в. Пг, «Огни», 1916, с. 461.";"1916";"";"";""
345;"Былое, 1925, № 6, с. 17.";"1925";"";"";""
346;"Лит. насл., 1954, т. 59, с. 211-212.";"1954";"";"";""
347;"Рус. ст., 1889, № 8, с. 351—356.";"1889";"";"";""
348;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 424—427.";"1934";"";"";""
349;"Рус. ст., 1893, № 4, с. 51—52.";"1893";"";"";""
350;"Рус. архив, 1901, № 10, с. 253.";"1901";"";"";""
351;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 416—419.";"1934";"";"";""
352;"Рус. архив, 1902, № 8, с. 639—640.";"1902";"";"";""
353;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 410—416.";"1934";"";"";""
354;"Ст. и новизна, 1905, № 9, с. 315—316.";"1905";"";"";""
355;"Рус. ст., 1893, № 2, с. 525—527.";"1893";"";"";""
356;"Рус. ст, 1910, № 11, с. 453—454";"1910";"";"";""
357;"Огонек, 1957, № 16, с. 27.";"1957";"";"";""
358;"Рус. ст, 1893, № 4, с. 52—53.";"1893";"";"";""
359;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 431.";"1934";"";"";""
360;"Раут. Ист. и лит. сборник, кн. 3. М, Н. В. Сушков, 1854, с. 297—315.";"1854";"";"";""
361;"Пушкин и его современники, вып. II. Пб., 1904, с. 76—80";"1904";"";"";""
362;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 419—422.";"1934";"";"";""
363;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 390—396.";"1934";"";"";""
364;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 386—387.";"1934";"";"";""
365;"Уч. зап. Вильнюсского ун-та, 1954, т. I, с. 174—176.";"1954";"";"";""
366;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 387—390.";"1934";"";"";""
367;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 383—384.";"1934";"";"";""
368;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 429—430.";"1934";"";"";""
369;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 404—410.";"1934";"";"";""
370;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 398—400.";"1934";"";"";""
371;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 384—385.";"1934";"";"";""
372;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 396—397.";"1934";"";"";""
373;"Отчет имп. Публ. б-ки за 1895 г. Пб., 1898, с. 6—29.";"1898";"";"";""
374;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 427—429.";"1934";"";"";""
375;"Рус. ст, 1893, № 2, с. 525—528.";"1893";"";"";""
376;"Рус. архив, 1891, № 1, с. 330";"1891";"";"";""
377;"Огонек, 1957, № 16, с. 27";"1957";"";"";""
378;"Остафьевскнй архив князей Вяземских, т. V, вып. 1. Пб, 1909, с. 109.";"1909";"";"";""
379;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 400—403.";"1934";"";"";""
380;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 422—424.";"1934";"";"";""
381;"Изв. АН СССР, Отд. лит. и яз., 1955, т. XIV, вып. 4, с. 370—371.";"1955";"";"";""
382;"Батюшков К. Н. Сочинения: В 3 т. СПб.: П. Н. Батюшков, 1885—1887. Т. З. Письма. — 1886.";"1886";"";"";""
383;"Башкирцева М. Неизданный дневник и переписка с Гюи де Мопассаном. Пред. М. Гельрота. Одесса, «Джалита», 1904, с. 1—45.";"1904";"";"";""
384;"Lettres de М. Bashkirtseif. Avec quatre portraits, des autographes et une preface par F. Coppee. Paris, Bibliotheque — Charpentier, 1891, XII, 282 p.";"1891";"";"";""
385;"Федоров И. В. Новые документы о связи А. П. Чехова с Таганрогом. Краеведческие зап. Таганрогского краеведческого музея, 1957, вып. 1, с. 357—365.";"1957";"";"";""
386;"Ист. вест., 1904, № 7, с. 176.";"1904";"";"";""
387;"Воронежская ст., 1914, вып. 13, отд. II, с. 111.";"1914";"";"";""
388;"Ист. вест., 1904, № 7, с. 177—179, 182-183.";"1904";"";"";""
389;"Лит. насл., 1956, т. 60, кн. 1, с. 476—477.";"1956";"";"";""
390;"Рус. архив, 1912, № 1, с. 143—146.";"1912";"";"";""
391;"Лит. насл., 1955, т. 62, с. 737—768.";"1955";"";"";""
392;"Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. – Т. 11. Письма. 1829-1840, 718 с.";"1956";"";"";""
393;"Белинский В. Г. Полное собрание сочинений: В 13 т. М., 1956. Т. 12. Письма. 1841-1848. 596 c., факс.: 5 л. факс.";"1956";"";"";""
394;"Литературное наследство, 1951, т. 57. с. 27—240, 248—250, 303—326, 357—374.";"1951";"";"";""
395;"П. В. Анненков и его друзья, т. I. Пб., А. С. Суворин, 1892, с. 581—612.";"1892";"";"";""
396;"Аптекмаи О. В. В. В. Берви-Флеровский. По материалам б. III отделения и Д. Г. П. Л, «Колос», 1925, с. 22—35, 109—110, 187—191.";"1925";"";"";""
