 source_id;source_full;pages;source_year_begin;source_year_end;place
261;Чайковский П. И. Письма к родным, т. I. М., Музгиз, 1940, с. 706.;706;1940;1940;М., Музгиз
262;Чайковский М. Жизнь Петра Ильича Чайковского, т. I. М., 1900, с. 241—243.;241-243;1900;1900;М.
263;"Рус. ст., 1902, № 7, с. 81—106; № 8, с. 349— 365; № 9, с. 615— 633.";615- 633;1902;1902;
264;Гроссман Л. Достоевский и правительственные круги 1870-х годов. — Лит. насл., 1934, т. 15, с. 83—123.;83-123;1934;1934;
265;Рус. ст., 1905, № 4, с. 200—216.;200-216;1905;1905;
266;Зап. Отдела рукописей Всесоюз. б-ки им. В. И. Ленина, 1940, вып. 6, с. 79.;79;1940;1940;
267;Лермонтов М. Ю. Собрание сочинений: В 4 т. Л.: Наука. Ленингр. отд-ние, 1979—1981. Т. 4. Проза. Письма. 1981. С. 433—521.;433-521;1981;1981;Л.: Наука
268;В. Г. Белинский и его корреспонденты. Под ред. Н. Л. Бродского. М., Б-ка СССР им. В. И. Ленина, 1948, с. 31—314.;31-314;1948;1948;М., Б-ка СССР им. В. И. Ленина
269;Лит. насл., 1955, т. 62, с. 5—788.;5-788;1955;1955;
270;Лит. насл., 1955, т. 62, см. указатель имен.;;1955;1955;
271;Голос мин., 1917, № 2, с. 259—262.;259-262;1917;1917;
272;Путь, 1912, № 8, с. 48—49.;48-49;1912;1912;
273;Голос мин., 1917, № 2, с. 262—264.;262-264;1917;1917;
274;Рус. архив, 1873, № 7, с. 1131—1221.;1131-1221;1873;1873;
275;Лит. Азербайджан, 1941, № 5, с. 75—76.;75-76;1941;1941;
276;Б.: Собрание сочинений и писем, тт. I—IV. М., Об-во политкаторжан, 1934—1935, см. указатели имен.;;1934;1935;М., Об-во политкаторжан
277;Летописи марксизма, 1927, № 3, с. 83—98.;83-98;1927;1927;
278;П. В. Анненков и его друзья, т. I. Пб., А. С. Суворин, 1892, с. 620—625.;620-625;1829;1829;Пб., А. С. Суворин
279;"Пушкин А. С. Полное собрание сочинений: В 17 т.: Т. 15. Переписка, 1832—1834. М.: Воскресенье, 1996. — 418 с.; ил.";;1996;1996;М.: Воскресенье
280;Вест. АН СССР, 1932, № 2, с. 36—38.;36-38;1932;1932;
281;Зап. Отдела рукописей Б-ки им. В. И. Ленина, 1941, № 8, с. 31—33.;31-33;1941;1941;
282;А. П. Чехов. Сборник документов и материалов. М., Гослитиздат, 1947, с. 34, 36 (Лит. архив, т. I ).;34, 36;1947;1947;М., Гослитиздат
283;Чехов А. П. Полное собрание сочинений и писем, т. XIV. М., Гослитиздат, 1949, с. 481, 482, 489, 492, 494.;481, 482, 489, 492, 494;1949;1949;М., Гослитиздат
284;Тулин Г. Идейные писатели. К. С. Баранцевич. Пб., 1908, с. 6;6;1908;1908;Пб.
285;Новое вр., 1903, № 9639, 4 янв., с. 3.;3;1903;1903;
286;Новая Русь, 1908, № 131, 24 дек, с. 5.;5;1908;1908;
287;Речь, 1913, № 354, 28 дек, с. 7.;7;1913;1913;
288;Сл., 1908, № 661, 25 дек.;;1908;1908;
289;Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 501—503.;501-503;1884;1884;Казань
290;Лит. насл., 1952, т. 58, с. 83—84.;83-84;1952;1952;
291;Рус. архив, 1895, № 9, с. 125.;125;1895;1895;
292;Сочинения. С портретом автора, снимком его почерка, его письмами и биографическими о нем сведениями. М., 1869, с. 517—518.;517-518;1869;1869;М.
293;Сочинения. С портретом автора, снимком его почерка, его письмами и биографическими о нем сведениями. М., 1869, с. 518—519.;518-519;1869;1869;М.
294;Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 508—509.;508-509;1884;1884;Казань
295;Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 504—507.;504-507;1884;1884;Казань
296;Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 486—487.;486-487;1884;1884;Казань
297;Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 487—488.;487-488;1884;1884;Казань
298;Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 488—491.;488-491;1884;1884;Казань
299;Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 553—558.;553-558;1884;1884;Казань
300;Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 491—494.;491-494;1884;1884;Казань
301;Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 494—495.;494-495;1884;1884;Казань
302;Е. А. Баратынский. Материалы к его биографии. Из Татевского архива Рачинских. Пг., 1916, с. 21—83.;21-83;1916;1916;Пг.
303;Лит. насл., 1952, т. 58, с. 61—62.;61-62;1952;1952;
304;Рус. архив, 1871, № 6, с. 239—240.;239-240;1871;1871;
305;Московский пушкинист. М., «Федерация», 1930, с. 59—61.;59-61;1930;1930;М., «Федерация»
306;Татевский сборник С. А. Рачинского. Пб., 1899, с. 5—58.;5-58;1899;1899;Пб.
307;Историко-литературный сборник. Посвящается В. И. Срезневскому. Л., 1924, с. 11—14.;11-14;1924;1924;Л.
308;Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 516—552.;516-552;1884;1884;Казань
309;Пигарев К. Мураново. М., «Моск. рабочий», 1948, с. 125—151.;125-151;1948;1948;М., «Моск. рабочий»
310;Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 509—516.;509-516;1884;1884;Казань
311;Рус. ст., 1908, № 12, с. 755—764.;755-764;1908;1908;
312;Лит. насл., 1952, т. 58, с. 100.;100;1952;1952;
313;Сочинения. С портретом автора, его письмами и биографическими о нем сведениями. Изд. 4-е. Казань, 1884, с. 495—498.;495-498;1884;1884;Казань
314;Лит. насл., 1952, т. 58, с. 87—88.;87-88;1952;1952;
315;Лит. насл., 1952, т. 58, с. 545.;545;1952;1952;
316;Вест. всемирной ист., 1900, № 6, с. 85—86.;85-86;1900;1900;
317;Ст. и новизна, 1902, № 5, с. 44—55.;44-55;1902;1902;
318;Рус. ст., 1904, № 6, с. 511—522;511-522;1904;1904;
319;Мурановский сборник, вып. 1. Мураново, Изд-во музея им. Тютчева, 1928, с. 30—32.;30-32;1928;1928;Мураново, Изд-во музея им. Тютчева
320;Рус. архив, 1886, №2, с. 177—195, № 3, с. 308—319.;308-319;1886;1886;
321;Рус. ст., 1875, № 7, с. 333—382.;333-382;1875;1875;
322;Стихотворения, изд. 2-е. М., И. Д. Сытин, 1910, с. 5—6, 15—35.;5-6, 15-35;1910;1910;М., И. Д. Сытин
323;А. П. Чехов. Сборник документов и материалов. М., Гослитиздат, 1947, с. 131.;131;1947;1947;М., Гослитиздат
324;Н. Г. Чернышевский. Сборник. Саратов, Об-во краеведения, 1926, с. 148—152.;148-152;1926;1926;Саратов, Об-во краеведения
325;Чернышевский Н. Т. Полное собрание сочинений, т. XV. М., Гослитиздат, 1950, с. 759, 948.;759, 948;1950;1950;М., Гослитиздат
326;Русские пропилеи, т. II. М., М. и С. Сабашниковы, 1916, с. 20—110.;20-110;1916;1916;М., М. и С. Сабашниковы
327;Батеньков Г. С, Пущин И. И., Толль Э.-Г. Письма. М., 1936, с. 11—218. (Всесоюз. б-ка им. В. И. Ленина. Отдел рукописей. Из архива Елагиных).;11-218;1936;1936;М.
328;Декабристы. М., Гослитмузей, 1938, с. 27—64.;27-64;1938;1938;М., Гослитмузей
329;Рус. ст., 1889, № 8, с. 344—345.;344-345;1889;1889;
330;Дубровский К. Рожденные в стране изгнания. Пг., 1916, с. 46—52.;46-52;1916;1916;Пг.
331;Рус. ист. журн, 1918, № 5, с. 126—127, 140—142, 147—148, 151.;126-127, 140-142, 147-148, 151;1918;1918;
332;Батеньков Г. С., Пущин И. И., Толль Э.-Г. Письма. М., 1936, с. 11—218. (Всесоюз. б-ка им. В. И. Ленина. Отдел рукописей. Из архива Елагиных).;11-218;1936;1936;М.
333;Утренники, кн. 2. Пг., 1922, с. 70—71.;70-71;1922;1922;Пг.
334;Довнар-Запольский М. В. Мемуары декабристов, вып. I. Киев, С. И. Иванов, 1906, с. 138.;138;1906;1906;Киев, С. И. Иванов
335;Рус. ст., 1889, № 8, с. 340—345, 348—350.;340-345, 348-350;1889;1889;
336;Рус. ст., 1901, № 10, с. 101—108.;101-108;1901;1901;
337;Рус. ст., 1889, № 8, с. 333—339.;333-339;1889;1889;
338;Декабристы. Неизданные статьи и материалы. М., 1925, с. 263.;263;1925;1925;М.
339;Голос мин., 1914, № 1, с. 280—282.;280-282;1914;1914;
340;Лит. вест, 1901, № 8, с. 304—306.;304-306;1901;1901;
341;Рус. ст., 1889, № 8, с. 345—348.;345-348;1889;1889;
342;Довпар-Запольский М. В. Мемуары декабристов, вып. 1. Киев, С. И. Иванов, 1906, с. 137.;137;1906;1906;Киев, С. И. Иванов
343;Декабристы на поселении. Из архива Якушкиных. Л., М. и С. Сабашниковы, 1926, с. 46—47.;46-47;1926;1926;Л., М. и С. Сабашниковы
344;Русское масонство XVIII и первой четверти XIX в. Пг, «Огни», 1916, с. 461.;461;1916;1916;Пг., «Огни»
345;Былое, 1925, № 6, с. 17.;17;1925;1925;
346;Лит. насл., 1954, т. 59, с. 211-212.;211-212;1954;1954;
347;Рус. ст., 1889, № 8, с. 351—356.;351-356;1889;1889;
348;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 424—427.";424-427;1934;1934;М.-Л., «Academia»
349;Рус. ст., 1893, № 4, с. 51—52.;51-52;1893;1893;
350;Рус. архив, 1901, № 10, с. 253.;253;1901;1901;
351;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 416—419.";416-419;1934;1934;М.-Л., «Academia»
352;Рус. архив, 1902, № 8, с. 639—640.;639-640;1902;1902;
353;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 410—416.";410-416;1934;1934;М.-Л., «Academia»
354;Ст. и новизна, 1905, № 9, с. 315—316.;315-316;1905;1905;
355;Рус. ст., 1893, № 2, с. 525—527.;525-527;1893;1893;
356;Рус. ст, 1910, № 11, с. 453—454;453-454;1910;1910;
357;Огонек, 1957, № 16, с. 27.;27;1957;1957;
358;Рус. ст, 1893, № 4, с. 52—53.;52-53;1893;1893;
359;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 431.";431;1934;1934;М.-Л., «Academia»
360;Раут. Ист. и лит. сборник, кн. 3. М, Н. В. Сушков, 1854, с. 297—315.;297-315;1854;1854;М.
361;Пушкин и его современники, вып. II. Пб., 1904, с. 76—80;76-80;1904;1904;Пб.
362;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 419—422.";419-422;1934;1934;М.-Л., «Academia»
363;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 390—396.";390-396;1934;1934;М.-Л., «Academia»
364;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 386—387.";386-387;1934;1934;М.-Л., «Academia»
365;Уч. зап. Вильнюсского ун-та, 1954, т. I, с. 174—176.;174-176;1954;1954;
366;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 387—390.";387-390;1934;1934;М.-Л., «Academia»
367;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 383—384.";383-384;1934;1934;М.-Л., «Academia»
368;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 429—430.";429-430;1934;1934;М.-Л., «Academia»
369;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 404—410.";404-410;1934;1934;М.-Л., «Academia»
370;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 398—400.";398-400;1934;1934;М.-Л., «Academia»
371;"Батюшков К. Н. Сочинения. — М.; Л.: Academia, 1934. — С. 384—385.";384-385;1934;1934;М.-Л., «Academia»
